1,7,12,13,10,0,0,0,4,8,0,4,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,8,0,0,0,0,0,1,14,0,0,0,0,0,1,14,0,0,0,0,0,7,14,12,12,12,12,12,12 0,0,1,0,0,0,0,0,0,0
0,0,1,7,12,11,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,1,7,8,0,0,0,3,7,15,2,0,0,0,15,12,0,0,12,13,3,3 0,0,1,0,0,0,0,0,0,0
0,0,1,7,12,11,0,0,0,0,5,8,0,4,10,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,7,8,0,0,1,3,3,14,8,0,0,7,14,12,12,15,3,3,3 0,0,1,0,0,0,0,0,0,0
0,0,15,12,13,2,0,0,0,0,15,0,0,11,0,0,0,0,5,0,0,15,0,0,0,0,0,0,1,10,0,0,0,0,0,1,14,0,0,0,0,0,1,14,0,0,0,0,0,3,15,15,3,3,3,3,7,8,0,0,0,4,12,12 0,0,1,0,0,0,0,0,0,0
15,10,0,0,0,0,0,3,15,8,0,0,0,0,0,15,15,15,15,15,15,15,15,15,0,4,12,12,12,12,13,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,14,0,0,0,0,0,0,15,10,0,0,0,0,0,0,15,10 0,0,0,0,1,0,0,0,0,0
0,5,10,0,0,0,0,0,0,7,10,0,0,0,13,10,5,14,0,0,0,0,5,11,15,15,15,15,15,15,15,15,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10 0,0,0,0,1,0,0,0,0,0
0,0,0,0,7,10,1,3,0,0,0,7,14,0,0,15,0,0,5,14,0,0,0,15,0,7,14,0,0,0,0,15,7,15,3,3,3,3,3,15,12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15 0,0,0,0,1,0,0,0,0,0
15,0,0,0,15,2,0,0,13,10,0,0,4,15,0,0,4,15,0,0,0,13,10,0,0,13,10,0,1,7,11,0,0,4,15,3,15,12,15,2,0,0,5,15,8,0,5,10,0,0,0,12,0,0,4,15,0,0,0,0,0,0,0,15 0,0,0,0,1,0,0,0,0,0
15,0,0,0,15,2,0,0,13,10,0,0,4,15,0,0,4,15,0,0,0,13,10,0,0,13,10,0,1,7,11,0,0,4,15,3,15,12,15,2,0,0,5,15,8,0,5,10,0,0,0,12,0,0,4,15,0,0,0,0,0,0,0,15 0,0,0,0,1,0,0,0,0,0
0,0,7,15,0,0,0,0,0,5,11,14,0,0,0,0,0,0,5,8,0,0,0,0,0,0,15,0,0,0,0,0,0,5,10,0,0,0,0,0,1,14,0,0,0,0,0,0,15,11,3,3,3,2,0,0,0,0,0,4,12,12,15,7 0,0,1,0,0,0,0,0,0,0
1,15,0,0,0,0,1,15,5,15,0,0,0,0,15,10,15,14,0,0,0,1,15,8,15,11,3,3,3,15,14,0,12,12,12,12,12,15,10,0,0,0,0,0,0,15,10,0,0,0,0,0,0,15,10,0,0,0,0,0,0,15,10,0 0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,3,15,15,0,0,1,3,15,14,15,15,1,7,15,12,8,0,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15 0,0,0,0,1,0,0,0,0,0
0,0,15,13,11,0,0,0,0,0,15,0,5,10,0,0,0,0,8,0,5,10,0,0,0,0,0,0,7,10,0,0,0,0,0,7,14,0,0,0,0,0,7,12,0,0,0,0,0,7,8,0,0,0,0,0,7,15,3,3,15,15,15,11 0,0,1,0,0,0,0,0,0,0
1,15,13,10,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,14,0,0,0,0,1,7,14,0,0,0,0,0,12,12,15,15,15,15,15,11 0,0,1,0,0,0,0,0,0,0
0,0,1,15,12,15,2,0,0,1,15,0,0,5,10,0,0,0,0,0,0,5,10,0,0,0,0,0,0,7,8,0,0,0,0,0,7,14,0,0,0,0,1,15,12,0,0,0,0,3,14,8,0,0,0,0,7,15,3,3,3,3,3,7 0,0,1,0,0,0,0,0,0,0
0,1,14,12,11,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,8,0,0,0,7,14,15,15,3,3,3,3,11,7,14,0,12,12,12,12 0,0,1,0,0,0,0,0,0,0
0,1,14,13,2,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,0,0,0,0,0,0,7,8,0,0,0,0,0,7,10,0,0,0,0,0,1,14,0,0,0,0,0,1,15,2,0,0,0,0,1,15,8,12,15,15,15,15,12 0,0,1,0,0,0,0,0,0,0
15,12,12,15,2,0,0,0,15,0,0,5,10,0,0,0,0,0,0,15,8,0,0,0,0,0,1,15,0,0,0,0,0,0,7,8,0,0,0,0,0,1,15,0,0,0,0,0,0,7,8,0,0,0,0,0,0,15,3,3,3,3,3,3 0,0,1,0,0,0,0,0,0,0
0,0,7,14,0,0,0,3,0,7,14,0,0,0,0,15,7,15,3,3,3,3,3,15,12,12,12,12,12,12,12,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15 0,0,0,0,1,0,0,0,0,0
1,15,10,0,0,0,1,3,5,15,10,0,0,0,5,15,5,15,8,0,0,0,5,15,15,15,3,3,3,3,7,15,12,12,12,12,12,12,13,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,15 0,0,0,0,1,0,0,0,0,0
15,10,0,0,0,0,1,15,15,10,0,0,0,0,7,15,13,15,11,3,7,15,15,15,0,4,12,12,12,8,5,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,15 0,0,0,0,1,0,0,0,0,0
15,15,0,0,0,0,3,3,15,15,0,0,3,15,15,15,15,15,3,15,15,12,15,15,0,12,12,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15 0,0,0,0,1,0,0,0,0,0
1,15,14,0,0,0,0,0,15,14,0,0,0,0,7,15,15,11,3,3,3,15,15,8,12,12,12,12,12,15,14,0,0,0,0,0,7,15,0,0,0,0,0,1,15,8,0,0,0,0,0,15,14,0,0,0,0,0,5,15,8,0,0,0 0,0,0,0,1,0,0,0,0,0
15,10,0,0,0,0,0,3,15,10,0,0,0,3,7,15,13,15,3,7,15,14,15,15,4,13,15,12,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15 0,0,0,0,1,0,0,0,0,0
0,1,3,15,15,11,2,0,1,15,12,12,0,4,11,0,7,10,0,0,0,0,13,11,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,13,11,0,0,0,0,0,15,0,12,15,3,0,0,1,15,0,0,0,12,15,15,15,8 1,0,0,0,0,0,0,0,0,0
0,7,15,15,15,11,0,0,5,14,0,0,0,12,15,0,15,8,0,0,0,0,13,11,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,0,0,0,1,15,15,2,0,0,0,0,7,10,4,15,15,15,15,15,14,0 1,0,0,0,0,0,0,0,0,0
0,1,14,12,12,13,2,0,1,14,0,0,0,0,13,2,14,0,0,0,0,0,0,13,10,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,11,0,0,0,0,0,0,7,4,11,0,0,0,0,1,8,0,4,11,3,3,7,8,0 1,0,0,0,0,0,0,0,0,0
0,1,15,15,15,15,10,0,1,14,8,12,12,12,15,2,15,0,0,0,0,0,0,13,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,15,15,0,0,0,0,0,5,14,4,11,0,0,0,1,15,0,0,4,15,3,15,14,8,0 1,0,0,0,0,0,0,0,0,0
0,3,15,15,15,11,2,0,5,14,0,0,0,4,15,2,15,0,0,0,0,0,4,11,10,0,0,0,0,0,0,13,10,0,0,0,0,0,0,5,15,0,0,0,0,0,0,15,4,15,2,0,0,0,1,14,0,4,13,15,3,7,14,8 1,0,0,0,0,0,0,0,0,0
